latitude,longitude,altitude,orientation_x,orientation_y,orientation_z,orientation_w
36.1688744,128.4681192,120.11,0.05057642183340795,-0.010881156238805489,0.38192660146338603,0.9227435706023986
36.168915399999996,128.4680869,120.32900000000001,0.04314795015317852,-0.016876321724739442,0.49085341396158344,0.8700094080898667
36.1689381,128.4680558,120.526,0.05157368625253202,0.00030976876774563983,0.6089402889485744,0.7915376070818511
36.1689565,128.4679976,120.489,0.06851083639277011,0.00939419724406649,0.7594127850040209,0.6469236711756182
36.168954,128.4679437,120.399,0.07443257552230227,0.009101071510009377,0.8261586881055603,0.5584252718727779
36.1689546,128.4678773,120.035,0.06394540397732816,-0.02133921342069441,0.8181253313366387,0.5710749210971161
36.1689552,128.4677969,119.84100000000001,0.079985166160143,-0.031002214899930648,0.8200823677695525,0.565779237811991
36.1689553,128.46772909999999,120.071,0.29537262959846233,-0.04764808749137775,0.7792298382844446,0.5507136538798562
36.1689547,128.4676611,120.268,0.18842599583358874,-0.037779423273202564,0.8115470162886902,0.5517787596711103
36.168955,128.4675723,120.318,0.1025269281127613,-0.05727151487194775,0.8213401259828744,0.5582191326409986
36.1689557,128.4674987,120.415,0.12371378518966146,-0.05914900344586117,0.8233638328049097,0.5506980057837659
36.1689556,128.4674397,120.669,0.09001081821183683,-0.056931696983998296,0.8175622958864179,0.5659052277796054
36.1689473,128.4673655,120.813,0.10373918419052326,-0.05594053607532458,0.9033591807821764,0.41237243916591343
36.1689151,128.46730069999998,121.546,0.10064095064781352,-0.04027124915301403,0.9820665949378328,0.15425572485833686
36.168864899999996,128.4672706,122.83,-0.1299572540444726,0.03050576900320993,-0.9898590111817884,0.04857620982492661
36.168815599999995,128.4672631,123.676,-0.01672852720722911,-0.01534274664130975,-0.9718273219039539,0.23459840771830964
36.1687703,128.46726189999998,124.269,-0.07416378045082173,-0.0015745645791453051,-0.9748147150294023,0.2103176782340786
36.1687201,128.4672612,123.913,-0.08812093850268644,0.027814816117754496,-0.9718546514344152,0.21670157518355168
36.1686773,128.46726139999998,123.747,-0.12388369550687998,0.03433755848839783,-0.9668888020548821,0.22045363804094814
36.1686183,128.46726189999998,123.419,-0.15792354316985657,0.035184391921016855,-0.9677711625741494,0.1929797656950231
36.1685628,128.4672635,122.182,-0.1445976642184869,0.029575271414854342,-0.9680448355175598,0.2027461843070691
36.1685213,128.467273,121.42,-0.14754949810390947,0.02495042609012048,-0.9687816971699437,0.19765789909773224
36.1684687,128.46727869999998,121.581,-0.18315294005843497,0.04715406833358679,-0.9589240828308253,0.21141451642354944
36.1684127,128.4672828,121.242,-0.17641795801790555,0.04157391801733089,-0.9732060812932603,0.14148581824089973
36.1683575,128.46728629999998,120.96600000000001,-0.07308151771415952,0.03295757978012903,-0.9876592381644357,0.13454411533797375
36.1682894,128.4672888,120.602,-0.08762822152198707,0.029941632410837374,-0.984706881683199,0.1475708325083865
36.1682336,128.4672899,120.273,-0.08485577568669335,0.03445516743464302,-0.9868668243229523,0.13306468284406447
36.1681898,128.46729209999998,120.041,-0.1138269261286024,0.025562804399348556,-0.9831281594006424,0.1408864653288586
36.168135,128.46729779999998,119.534,-0.10814662897062728,0.03821108673196216,-0.956081885181642,0.26972513475864557
36.168099,128.4673172,119.35000000000001,-0.11142986767706307,0.0394051434676559,-0.9193597888219326,0.3752441844386895
36.1680594,128.4673585,117.665,-0.11150199873120611,0.03899671522453828,-0.798452421756335,0.5903560710893774
36.168051,128.4673971,116.848,-0.08280921789758476,0.042598150077361285,-0.6957459668785496,0.712225793280059
36.1680524,128.4674573,116.262,-0.10770227588355372,0.023369175157740125,-0.5880064086894407,0.8013130254539086
36.1680528,128.4675356,116.45,-0.12221681730624243,-0.00107457920454921,-0.614865116800571,0.7791038332525939
36.168054,128.4676031,116.44,-0.11024231838313357,-0.006797227208854749,-0.5986785130126542,0.7933375492164354
36.1680553,128.4676754,116.145,-0.15803732486880762,-0.028848412325636077,-0.6007182734098153,0.7831535794760381
36.1680571,128.4677546,115.781,-0.13396367464751233,-0.00874440101651612,-0.59916199774198,0.7892921954432575
36.1680588,128.467847,115.566,-0.12191405322694004,0.0017555495624882803,-0.6099030153482126,0.7830403524344518
36.1680601,128.46793359999998,115.257,-0.10907485862611474,0.013059382445597206,-0.618009986793717,0.7784573103061351
36.168058699999996,128.4679895,114.733,-0.10227620997584724,-0.007481525735907768,-0.5909950837847885,0.8001302485144842
36.168079999999996,128.4680598,114.923,-0.08712065199507468,-0.0077267037032612736,-0.349685441672663,0.9327756332194949
36.1681417,128.46810879999998,115.56,-0.04770322964127791,-0.01301421046640955,0.06250040870855643,0.9968193071560116
36.1681905,128.4681171,115.59700000000001,-0.03760569355252637,-0.029537205372698633,0.08644653051385352,0.9951082165640689
36.1682384,128.4681195,115.584,-0.015695826428836202,0.019411839191174257,0.11985827962412857,0.9924771102335186
